Date,Région,Maladie,Sexe,Tranche_d_âge,Nombre_de_cas
2024-11-08,Goma,Tuberculose,Masculin,6-17,8
2024-11-08,Kisangani,Paludisme,Féminin,60+,20
2024-11-09,Kisangani,Rougeole,Masculin,60+,15
2024-11-09,Kisangani,COVID-19,Masculin,60+,15
2024-11-09,Goma,Rougeole,Féminin,18-35,19
2024-11-09,Goma,Tuberculose,Féminin,60+,1
2024-11-09,Lubumbashi,Rougeole,Masculin,36-60,11
2024-11-09,Goma,COVID-19,Masculin,0-5,20
2024-11-09,Lubumbashi,COVID-19,Féminin,6-17,3
2024-11-10,Lubumbashi,Tuberculose,Féminin,0-5,6
2024-11-10,Kinshasa,Paludisme,Masculin,60+,18
2024-11-10,Kinshasa,COVID-19,Féminin,6-17,15
2024-11-10,Kisangani,Rougeole,Féminin,6-17,1
2024-11-10,Kinshasa,Paludisme,Masculin,6-17,1
2024-11-10,Kinshasa,COVID-19,Féminin,36-60,20
2024-11-10,Mbuji-Mayi,Choléra,Masculin,60+,19
2024-11-10,Goma,Paludisme,Masculin,0-5,10
2024-11-10,Goma,Choléra,Féminin,6-17,8
2024-11-10,Goma,COVID-19,Masculin,0-5,4
2024-11-10,Kinshasa,Tuberculose,Masculin,60+,2
2024-11-10,Kisangani,Paludisme,Masculin,60+,10
2024-11-10,Kisangani,Paludisme,Masculin,18-35,3
2024-11-11,Goma,Choléra,Féminin,36-60,11
2024-11-11,Lubumbashi,Paludisme,Féminin,0-5,4
2024-11-11,Kinshasa,Choléra,Féminin,36-60,14
2024-11-11,Kinshasa,COVID-19,Masculin,0-5,2
2024-11-11,Kisangani,Rougeole,Masculin,60+,19
2024-11-11,Mbuji-Mayi,COVID-19,Masculin,60+,8
2024-11-11,Mbuji-Mayi,Tuberculose,Masculin,18-35,2
2024-11-11,Kinshasa,COVID-19,Masculin,18-35,2
2024-11-11,Kisangani,Paludisme,Féminin,6-17,18
2024-11-11,Mbuji-Mayi,Choléra,Masculin,6-17,14
2024-11-11,Lubumbashi,COVID-19,Masculin,6-17,17
2024-11-11,Kinshasa,Rougeole,Féminin,6-17,10
2024-11-11,Kinshasa,Tuberculose,Féminin,18-35,9
2024-11-12,Goma,Choléra,Féminin,0-5,2
2024-11-12,Goma,Rougeole,Féminin,60+,12
2024-11-12,Kinshasa,Choléra,Féminin,60+,5
2024-11-12,Kisangani,COVID-19,Masculin,0-5,12
2024-11-12,Kisangani,Rougeole,Masculin,60+,20
2024-11-13,Lubumbashi,Paludisme,Masculin,18-35,7
2024-11-13,Kisangani,Tuberculose,Masculin,0-5,19
2024-11-13,Mbuji-Mayi,Choléra,Féminin,18-35,8
2024-11-13,Mbuji-Mayi,Rougeole,Masculin,36-60,1
2024-11-13,Kisangani,Choléra,Féminin,60+,2
2024-11-13,Kinshasa,COVID-19,Masculin,60+,12
2024-11-13,Kinshasa,Tuberculose,Féminin,0-5,18
2024-11-13,Lubumbashi,Tuberculose,Féminin,18-35,17
2024-11-13,Mbuji-Mayi,Choléra,Féminin,18-35,13
2024-11-13,Kisangani,COVID-19,Féminin,18-35,7
2024-11-13,Kisangani,Tuberculose,Féminin,36-60,8
2024-11-13,Mbuji-Mayi,Rougeole,Masculin,36-60,19
2024-11-14,Kisangani,Rougeole,Féminin,6-17,4
2024-11-14,Lubumbashi,COVID-19,Masculin,0-5,2
2024-11-14,Kinshasa,Tuberculose,Féminin,0-5,11
2024-11-14,Lubumbashi,Choléra,Masculin,36-60,18
2024-11-14,Kinshasa,Tuberculose,Féminin,0-5,15
2024-11-14,Kinshasa,Paludisme,Féminin,36-60,17
2024-11-14,Goma,COVID-19,Masculin,18-35,8
2024-11-14,Mbuji-Mayi,Choléra,Masculin,0-5,1
2024-11-14,Lubumbashi,COVID-19,Féminin,36-60,7
2024-11-14,Goma,COVID-19,Féminin,18-35,17
2024-11-14,Goma,Tuberculose,Masculin,60+,1
2024-11-14,Mbuji-Mayi,Paludisme,Féminin,6-17,8
2024-11-14,Lubumbashi,Tuberculose,Féminin,6-17,15
2024-11-15,Goma,Tuberculose,Masculin,60+,6
2024-11-15,Kisangani,Paludisme,Féminin,6-17,18
2024-11-15,Mbuji-Mayi,Paludisme,Féminin,6-17,7
2024-11-15,Kisangani,Choléra,Féminin,18-35,12
2024-11-15,Kinshasa,COVID-19,Féminin,0-5,5
2024-11-15,Lubumbashi,Paludisme,Féminin,0-5,7
2024-11-15,Kisangani,Paludisme,Féminin,18-35,2
2024-11-15,Lubumbashi,COVID-19,Féminin,6-17,8
2024-11-15,Kisangani,Paludisme,Féminin,6-17,9
2024-11-15,Kisangani,COVID-19,Masculin,18-35,11
2024-11-15,Kinshasa,Tuberculose,Féminin,0-5,7
2024-11-15,Kisangani,Tuberculose,Masculin,18-35,14
2024-11-15,Goma,Paludisme,Féminin,0-5,20
2024-11-16,Lubumbashi,Choléra,Masculin,0-5,7
2024-11-16,Kinshasa,COVID-19,Masculin,18-35,11
2024-11-16,Kinshasa,COVID-19,Féminin,36-60,19
2024-11-16,Lubumbashi,Paludisme,Féminin,0-5,2
2024-11-16,Goma,Tuberculose,Féminin,36-60,17
2024-11-16,Kisangani,Rougeole,Masculin,6-17,19
2024-11-16,Lubumbashi,COVID-19,Féminin,36-60,16
2024-11-16,Kisangani,Paludisme,Masculin,6-17,4
2024-11-16,Mbuji-Mayi,Paludisme,Masculin,36-60,17
2024-11-16,Mbuji-Mayi,COVID-19,Féminin,6-17,13
2024-11-16,Goma,Rougeole,Masculin,0-5,15
2024-11-16,Goma,Choléra,Masculin,60+,5
2024-11-16,Mbuji-Mayi,Paludisme,Féminin,18-35,19
2024-11-16,Kisangani,Paludisme,Masculin,60+,14
2024-11-16,Kisangani,Choléra,Féminin,6-17,8
2024-11-17,Kisangani,COVID-19,Masculin,36-60,15
2024-11-17,Mbuji-Mayi,Choléra,Masculin,36-60,8
2024-11-17,Kinshasa,Rougeole,Masculin,60+,2
2024-11-17,Mbuji-Mayi,COVID-19,Masculin,18-35,8
2024-11-17,Lubumbashi,Choléra,Féminin,0-5,11
2024-11-17,Kinshasa,Tuberculose,Féminin,6-17,6
2024-11-17,Mbuji-Mayi,Choléra,Féminin,18-35,19
2024-11-17,Kisangani,Choléra,Féminin,60+,1
2024-11-17,Mbuji-Mayi,COVID-19,Masculin,0-5,16
2024-11-17,Goma,Tuberculose,Féminin,6-17,12
2024-11-17,Mbuji-Mayi,COVID-19,Masculin,6-17,8
2024-11-17,Kinshasa,Paludisme,Féminin,60+,13
2024-11-18,Lubumbashi,Paludisme,Féminin,36-60,6
2024-11-18,Goma,Choléra,Masculin,18-35,6
2024-11-18,Mbuji-Mayi,Tuberculose,Féminin,0-5,14
2024-11-18,Kisangani,Rougeole,Masculin,36-60,15
2024-11-18,Lubumbashi,COVID-19,Féminin,36-60,15
2024-11-18,Goma,Tuberculose,Féminin,36-60,14
2024-11-18,Mbuji-Mayi,Choléra,Féminin,60+,20
2024-11-18,Lubumbashi,COVID-19,Masculin,36-60,8
2024-11-18,Mbuji-Mayi,Tuberculose,Féminin,6-17,18
2024-11-18,Kinshasa,Rougeole,Masculin,0-5,19
2024-11-18,Kinshasa,Tuberculose,Féminin,60+,13
2024-11-18,Lubumbashi,COVID-19,Féminin,6-17,17
2024-11-18,Kisangani,Choléra,Masculin,6-17,17
2024-11-18,Lubumbashi,Tuberculose,Masculin,18-35,16
2024-11-18,Kisangani,Rougeole,Masculin,18-35,9
2024-11-19,Lubumbashi,Tuberculose,Masculin,60+,17
2024-11-19,Lubumbashi,Choléra,Féminin,60+,18
2024-11-19,Kisangani,Paludisme,Féminin,6-17,7
2024-11-19,Goma,Paludisme,Féminin,36-60,16
2024-11-19,Lubumbashi,Choléra,Féminin,18-35,2
2024-11-19,Goma,COVID-19,Masculin,60+,10
2024-11-19,Lubumbashi,Choléra,Féminin,18-35,19
2024-11-19,Kinshasa,Tuberculose,Masculin,60+,4
2024-11-19,Mbuji-Mayi,Paludisme,Masculin,60+,2
2024-11-19,Lubumbashi,Paludisme,Masculin,36-60,1
2024-11-19,Kisangani,Tuberculose,Masculin,6-17,5
2024-11-19,Goma,Rougeole,Masculin,18-35,2
2024-11-19,Goma,Tuberculose,Masculin,18-35,17
2024-11-20,Mbuji-Mayi,Paludisme,Masculin,18-35,1
2024-11-20,Goma,Rougeole,Masculin,36-60,17
2024-11-20,Kisangani,Paludisme,Féminin,60+,15
2024-11-20,Lubumbashi,Rougeole,Masculin,18-35,3
2024-11-20,Kisangani,Tuberculose,Féminin,60+,14
2024-11-20,Kisangani,COVID-19,Féminin,36-60,10
2024-11-20,Goma,Choléra,Masculin,36-60,10
2024-11-20,Goma,Rougeole,Féminin,18-35,5
2024-11-21,Goma,Paludisme,Masculin,0-5,3
2024-11-21,Mbuji-Mayi,Choléra,Masculin,60+,10
2024-11-21,Kinshasa,COVID-19,Masculin,6-17,12
2024-11-21,Goma,Rougeole,Masculin,18-35,2
2024-11-21,Kinshasa,Tuberculose,Féminin,60+,5
2024-11-21,Kisangani,Rougeole,Masculin,36-60,16
2024-11-21,Kisangani,Rougeole,Masculin,18-35,2
2024-11-22,Goma,Rougeole,Masculin,60+,7
2024-11-22,Kinshasa,Rougeole,Masculin,6-17,7
2024-11-22,Kisangani,Paludisme,Masculin,60+,12
2024-11-22,Kisangani,COVID-19,Féminin,18-35,13
2024-11-22,Mbuji-Mayi,Paludisme,Masculin,6-17,9
2024-11-22,Kinshasa,Paludisme,Masculin,36-60,13
2024-11-22,Lubumbashi,Tuberculose,Féminin,18-35,8
2024-11-22,Kinshasa,Tuberculose,Masculin,0-5,15
2024-11-23,Kinshasa,COVID-19,Féminin,36-60,18
2024-11-23,Mbuji-Mayi,COVID-19,Féminin,36-60,19
2024-11-23,Mbuji-Mayi,COVID-19,Féminin,60+,8
2024-11-23,Kinshasa,COVID-19,Masculin,0-5,9
2024-11-23,Lubumbashi,COVID-19,Masculin,0-5,13
2024-11-23,Kinshasa,Tuberculose,Féminin,6-17,6
2024-11-23,Lubumbashi,Paludisme,Féminin,18-35,15
2024-11-23,Mbuji-Mayi,Paludisme,Féminin,18-35,15
2024-11-23,Mbuji-Mayi,Choléra,Masculin,0-5,16
2024-11-23,Mbuji-Mayi,Tuberculose,Masculin,0-5,11
2024-11-24,Goma,Rougeole,Masculin,18-35,9
2024-11-24,Kinshasa,Paludisme,Masculin,60+,11
2024-11-24,Mbuji-Mayi,Paludisme,Masculin,6-17,2
2024-11-24,Kinshasa,Rougeole,Masculin,6-17,12
2024-11-24,Kinshasa,COVID-19,Féminin,0-5,3
2024-11-24,Kinshasa,COVID-19,Masculin,60+,7
2024-11-24,Kisangani,Choléra,Féminin,60+,20
2024-11-24,Kisangani,COVID-19,Masculin,0-5,20
2024-11-25,Goma,Tuberculose,Féminin,36-60,8
2024-11-25,Lubumbashi,Rougeole,Féminin,6-17,4
2024-11-25,Kisangani,Tuberculose,Féminin,36-60,12
2024-11-25,Kinshasa,COVID-19,Féminin,60+,9
2024-11-25,Kinshasa,Paludisme,Féminin,18-35,7
2024-11-25,Lubumbashi,Tuberculose,Féminin,18-35,9
2024-11-25,Kinshasa,Rougeole,Féminin,60+,14
2024-11-25,Kisangani,Tuberculose,Féminin,36-60,11
2024-11-25,Kisangani,Tuberculose,Féminin,36-60,12
2024-11-25,Mbuji-Mayi,Tuberculose,Masculin,36-60,12
2024-11-25,Lubumbashi,Paludisme,Masculin,36-60,12
2024-11-26,Kisangani,COVID-19,Féminin,36-60,2
2024-11-26,Lubumbashi,COVID-19,Féminin,6-17,18
2024-11-26,Mbuji-Mayi,COVID-19,Féminin,6-17,14
2024-11-26,Kinshasa,COVID-19,Masculin,36-60,17
2024-11-26,Mbuji-Mayi,Choléra,Féminin,6-17,14
2024-11-26,Kinshasa,Tuberculose,Féminin,36-60,14
2024-11-26,Goma,COVID-19,Féminin,6-17,12
2024-11-26,Mbuji-Mayi,Rougeole,Féminin,18-35,17
2024-11-26,Goma,Rougeole,Masculin,0-5,11
2024-11-26,Goma,Paludisme,Féminin,60+,6
2024-11-26,Mbuji-Mayi,Rougeole,Féminin,36-60,18
2024-11-26,Mbuji-Mayi,Paludisme,Masculin,18-35,11
2024-11-26,Mbuji-Mayi,Paludisme,Féminin,0-5,12
2024-11-26,Mbuji-Mayi,Rougeole,Masculin,18-35,4
2024-11-26,Kinshasa,Paludisme,Féminin,18-35,8
2024-11-27,Mbuji-Mayi,Choléra,Féminin,18-35,11
2024-11-27,Goma,Choléra,Masculin,60+,12
2024-11-27,Kisangani,Tuberculose,Féminin,6-17,20
2024-11-27,Kisangani,Tuberculose,Masculin,0-5,20
2024-11-27,Kisangani,COVID-19,Féminin,6-17,5
2024-11-27,Goma,Tuberculose,Masculin,0-5,6
2024-11-27,Goma,Choléra,Féminin,60+,15
2024-11-27,Mbuji-Mayi,COVID-19,Masculin,0-5,7
2024-11-27,Mbuji-Mayi,Choléra,Féminin,0-5,14
2024-11-28,Kisangani,Rougeole,Masculin,6-17,3
2024-11-28,Lubumbashi,Paludisme,Masculin,0-5,5
2024-11-28,Lubumbashi,Paludisme,Masculin,36-60,7
2024-11-28,Goma,COVID-19,Masculin,60+,8
2024-11-28,Mbuji-Mayi,Paludisme,Masculin,60+,5
2024-11-28,Lubumbashi,Choléra,Féminin,6-17,20
2024-11-28,Mbuji-Mayi,COVID-19,Féminin,6-17,10
2024-11-28,Kinshasa,Paludisme,Masculin,0-5,6
2024-11-28,Goma,Choléra,Féminin,36-60,3
2024-11-28,Lubumbashi,Rougeole,Masculin,60+,16
2024-11-28,Kinshasa,Tuberculose,Masculin,60+,18
2024-11-28,Mbuji-Mayi,Tuberculose,Féminin,6-17,12
2024-11-28,Kisangani,COVID-19,Masculin,6-17,15
2024-11-28,Lubumbashi,Tuberculose,Féminin,0-5,15
2024-11-29,Lubumbashi,Paludisme,Féminin,6-17,11
2024-11-29,Mbuji-Mayi,COVID-19,Masculin,18-35,14
2024-11-29,Kinshasa,Paludisme,Féminin,36-60,5
2024-11-29,Goma,Tuberculose,Masculin,0-5,14
2024-11-29,Lubumbashi,Paludisme,Féminin,6-17,20
2024-11-29,Kisangani,Choléra,Masculin,0-5,9
2024-11-30,Goma,Tuberculose,Masculin,6-17,20
2024-11-30,Kisangani,COVID-19,Masculin,60+,15
2024-11-30,Lubumbashi,Tuberculose,Féminin,6-17,18
2024-11-30,Goma,Rougeole,Masculin,18-35,14
2024-11-30,Kinshasa,COVID-19,Masculin,36-60,8
2024-11-30,Mbuji-Mayi,Tuberculose,Féminin,18-35,1
2024-11-30,Kisangani,Paludisme,Féminin,6-17,14
2024-11-30,Mbuji-Mayi,Tuberculose,Féminin,0-5,13
2024-11-30,Mbuji-Mayi,Choléra,Féminin,18-35,6
2024-11-30,Mbuji-Mayi,COVID-19,Masculin,36-60,17
2024-11-30,Kinshasa,Paludisme,Féminin,18-35,11
2024-11-30,Goma,Tuberculose,Masculin,60+,16
2024-11-30,Kinshasa,Rougeole,Féminin,0-5,11
2024-11-30,Goma,Rougeole,Masculin,18-35,16
2024-11-30,Kisangani,COVID-19,Féminin,0-5,18
2024-12-01,Kisangani,COVID-19,Féminin,60+,5
2024-12-01,Kinshasa,Tuberculose,Masculin,0-5,8
2024-12-01,Kinshasa,Tuberculose,Masculin,6-17,4
2024-12-01,Kinshasa,COVID-19,Féminin,60+,6
2024-12-01,Lubumbashi,Rougeole,Féminin,36-60,5
2024-12-01,Goma,Choléra,Féminin,60+,15
2024-12-01,Goma,Choléra,Féminin,60+,5
2024-12-01,Mbuji-Mayi,Rougeole,Féminin,18-35,18
2024-12-01,Goma,COVID-19,Masculin,60+,3
2024-12-01,Kinshasa,COVID-19,Masculin,18-35,17
2024-12-01,Kisangani,Rougeole,Masculin,0-5,1
2024-12-01,Goma,Choléra,Féminin,0-5,14
2024-12-01,Lubumbashi,Rougeole,Féminin,6-17,3
2024-12-01,Lubumbashi,Choléra,Masculin,60+,6
2024-12-02,Goma,Choléra,Masculin,36-60,12
2024-12-02,Mbuji-Mayi,Rougeole,Masculin,60+,1
2024-12-02,Kisangani,Rougeole,Masculin,60+,5
2024-12-02,Goma,COVID-19,Masculin,18-35,19
2024-12-02,Lubumbashi,COVID-19,Masculin,36-60,18
2024-12-02,Mbuji-Mayi,Paludisme,Masculin,18-35,16
2024-12-02,Lubumbashi,COVID-19,Féminin,0-5,17
2024-12-03,Lubumbashi,Tuberculose,Masculin,18-35,5
2024-12-03,Kinshasa,Tuberculose,Masculin,0-5,11
2024-12-03,Goma,COVID-19,Masculin,6-17,17
2024-12-03,Kinshasa,Rougeole,Féminin,36-60,10
2024-12-03,Kinshasa,Tuberculose,Féminin,6-17,6
2024-12-03,Mbuji-Mayi,Choléra,Féminin,60+,12
2024-12-03,Kisangani,COVID-19,Féminin,60+,11
2024-12-03,Mbuji-Mayi,Paludisme,Masculin,18-35,19
2024-12-04,Kisangani,Rougeole,Masculin,60+,5
2024-12-04,Lubumbashi,Tuberculose,Féminin,0-5,5
2024-12-04,Kisangani,Tuberculose,Masculin,36-60,11
2024-12-04,Mbuji-Mayi,Tuberculose,Masculin,0-5,5
2024-12-04,Kinshasa,Paludisme,Masculin,18-35,13
2024-12-04,Kisangani,Rougeole,Féminin,36-60,14
2024-12-04,Lubumbashi,COVID-19,Masculin,0-5,11
2024-12-04,Kisangani,Paludisme,Masculin,6-17,15
2024-12-04,Lubumbashi,Tuberculose,Masculin,0-5,11
2024-12-05,Kinshasa,Tuberculose,Masculin,18-35,11
2024-12-05,Lubumbashi,Rougeole,Féminin,0-5,5
2024-12-05,Kinshasa,Choléra,Masculin,60+,15
2024-12-05,Mbuji-Mayi,Choléra,Masculin,0-5,18
2024-12-05,Kinshasa,Choléra,Féminin,0-5,12
2024-12-05,Kisangani,Paludisme,Féminin,18-35,4
2024-12-05,Goma,Rougeole,Masculin,36-60,4
2024-12-05,Kisangani,COVID-19,Féminin,6-17,10
2024-12-05,Mbuji-Mayi,Choléra,Féminin,0-5,4
2024-12-05,Kinshasa,Rougeole,Féminin,36-60,7
2024-12-05,Lubumbashi,Rougeole,Masculin,60+,9
2024-12-05,Kinshasa,Choléra,Masculin,36-60,7
2024-12-06,Lubumbashi,Paludisme,Masculin,6-17,20
2024-12-06,Goma,Rougeole,Masculin,18-35,19
2024-12-06,Goma,COVID-19,Masculin,0-5,14
2024-12-06,Mbuji-Mayi,Paludisme,Féminin,18-35,17
2024-12-06,Kinshasa,Rougeole,Masculin,0-5,14
2024-12-06,Kisangani,COVID-19,Masculin,6-17,7
2024-12-06,Mbuji-Mayi,Rougeole,Masculin,6-17,7
2024-12-06,Goma,COVID-19,Masculin,36-60,9
2024-12-07,Goma,Paludisme,Masculin,6-17,13
2024-12-07,Goma,Paludisme,Féminin,6-17,15
2024-12-07,Goma,Paludisme,Féminin,6-17,8
2024-12-07,Kinshasa,Rougeole,Masculin,0-5,6
2024-12-07,Goma,Rougeole,Masculin,60+,5
2024-12-07,Kisangani,Tuberculose,Masculin,36-60,10
2024-12-07,Mbuji-Mayi,COVID-19,Masculin,6-17,17
2024-12-07,Kinshasa,Rougeole,Masculin,60+,1
2024-12-07,Kinshasa,Choléra,Féminin,18-35,7
2024-12-07,Kinshasa,Rougeole,Masculin,6-17,10
2024-12-07,Kisangani,Paludisme,Masculin,36-60,11
2024-12-08,Mbuji-Mayi,Paludisme,Féminin,36-60,5
2024-12-08,Kisangani,COVID-19,Masculin,6-17,9
2024-12-08,Mbuji-Mayi,Choléra,Féminin,36-60,18
2024-12-08,Mbuji-Mayi,Paludisme,Féminin,18-35,19
2024-12-08,Kinshasa,Choléra,Masculin,36-60,7
2024-12-08,Lubumbashi,COVID-19,Masculin,6-17,16
2024-12-09,Kinshasa,Paludisme,Féminin,6-17,6
2024-12-09,Mbuji-Mayi,COVID-19,Masculin,18-35,2
2024-12-09,Goma,Rougeole,Féminin,36-60,4
2024-12-09,Kisangani,Tuberculose,Féminin,18-35,9
2024-12-09,Mbuji-Mayi,Choléra,Féminin,0-5,12
2024-12-09,Goma,Tuberculose,Féminin,0-5,6
2024-12-10,Lubumbashi,Choléra,Féminin,0-5,17
2024-12-10,Kisangani,Tuberculose,Féminin,18-35,12
2024-12-10,Mbuji-Mayi,Choléra,Masculin,60+,9
2024-12-10,Lubumbashi,Choléra,Masculin,60+,1
2024-12-10,Kisangani,Choléra,Féminin,36-60,5
2024-12-10,Kisangani,Tuberculose,Féminin,60+,7
2024-12-10,Lubumbashi,COVID-19,Masculin,18-35,15
2024-12-10,Kinshasa,COVID-19,Masculin,0-5,9
2024-12-10,Goma,Tuberculose,Féminin,0-5,15
2024-12-10,Kisangani,Tuberculose,Masculin,60+,14
2024-12-10,Goma,Tuberculose,Féminin,18-35,14
2024-12-10,Mbuji-Mayi,COVID-19,Masculin,60+,13
2024-12-10,Lubumbashi,Choléra,Féminin,0-5,6
2024-12-11,Goma,Tuberculose,Masculin,60+,4
2024-12-11,Kisangani,COVID-19,Masculin,60+,3
2024-12-11,Kisangani,Tuberculose,Féminin,18-35,2
2024-12-11,Goma,Rougeole,Masculin,18-35,16
2024-12-11,Kisangani,Rougeole,Masculin,60+,13
2024-12-11,Lubumbashi,COVID-19,Féminin,0-5,15
2024-12-11,Kisangani,Paludisme,Féminin,0-5,15
2024-12-11,Kisangani,Choléra,Masculin,60+,8
2024-12-11,Kisangani,Tuberculose,Féminin,6-17,4
2024-12-11,Goma,COVID-19,Féminin,18-35,20
2024-12-12,Kinshasa,Rougeole,Masculin,18-35,12
2024-12-12,Kisangani,Rougeole,Féminin,18-35,19
2024-12-12,Lubumbashi,Rougeole,Masculin,0-5,13
2024-12-12,Lubumbashi,COVID-19,Masculin,18-35,10
2024-12-12,Kisangani,Rougeole,Féminin,18-35,13
2024-12-12,Lubumbashi,Rougeole,Masculin,6-17,10
2024-12-12,Kinshasa,Paludisme,Masculin,6-17,20
2024-12-12,Goma,COVID-19,Féminin,0-5,14
2024-12-12,Kisangani,Paludisme,Féminin,0-5,11
2024-12-13,Mbuji-Mayi,Tuberculose,Masculin,0-5,1
2024-12-13,Mbuji-Mayi,Rougeole,Féminin,6-17,14
2024-12-13,Goma,Paludisme,Féminin,6-17,7
2024-12-13,Kisangani,Choléra,Féminin,60+,4
2024-12-13,Kinshasa,Choléra,Féminin,6-17,11
2024-12-13,Goma,COVID-19,Féminin,18-35,14
2024-12-13,Kisangani,Tuberculose,Féminin,0-5,12
2024-12-14,Kisangani,Paludisme,Masculin,0-5,4
2024-12-14,Kinshasa,COVID-19,Masculin,18-35,20
2024-12-14,Kinshasa,Paludisme,Masculin,6-17,6
2024-12-14,Mbuji-Mayi,Tuberculose,Masculin,60+,7
2024-12-14,Kisangani,Choléra,Féminin,0-5,4
2024-12-14,Lubumbashi,Paludisme,Masculin,36-60,4
2024-12-14,Lubumbashi,Rougeole,Masculin,6-17,11
2024-12-14,Kinshasa,Rougeole,Féminin,0-5,11
2024-12-14,Mbuji-Mayi,Rougeole,Masculin,6-17,9
2024-12-14,Kinshasa,Choléra,Féminin,0-5,1
2024-12-14,Lubumbashi,Rougeole,Féminin,18-35,15
2024-12-14,Mbuji-Mayi,Paludisme,Féminin,36-60,18
2024-12-14,Kinshasa,COVID-19,Masculin,18-35,9
2024-12-14,Goma,COVID-19,Féminin,0-5,16
2024-12-14,Goma,Rougeole,Féminin,36-60,7
2024-12-15,Kisangani,Paludisme,Féminin,36-60,2
2024-12-15,Mbuji-Mayi,COVID-19,Masculin,0-5,10
2024-12-15,Kinshasa,COVID-19,Masculin,0-5,8
2024-12-15,Kisangani,Rougeole,Masculin,18-35,7
2024-12-15,Kisangani,Choléra,Masculin,60+,4
2024-12-15,Kisangani,Rougeole,Féminin,18-35,1
2024-12-15,Kinshasa,Choléra,Masculin,0-5,5
2024-12-15,Lubumbashi,Rougeole,Féminin,36-60,20
2024-12-15,Mbuji-Mayi,Choléra,Féminin,36-60,2
2024-12-15,Goma,Tuberculose,Masculin,6-17,16
2024-12-15,Mbuji-Mayi,Rougeole,Masculin,36-60,19
2024-12-16,Goma,Tuberculose,Masculin,18-35,20
2024-12-16,Mbuji-Mayi,Rougeole,Masculin,60+,9
2024-12-16,Lubumbashi,Rougeole,Féminin,18-35,14
2024-12-16,Kisangani,Choléra,Féminin,36-60,17
2024-12-16,Kinshasa,Paludisme,Féminin,36-60,5
2024-12-16,Kisangani,COVID-19,Féminin,0-5,14
2024-12-16,Lubumbashi,Choléra,Masculin,60+,5
2024-12-16,Kisangani,COVID-19,Masculin,18-35,20
2024-12-16,Mbuji-Mayi,Paludisme,Masculin,6-17,1
2024-12-16,Kinshasa,Choléra,Masculin,0-5,3
2024-12-16,Kisangani,Tuberculose,Féminin,60+,18
2024-12-17,Goma,COVID-19,Féminin,36-60,13
2024-12-17,Mbuji-Mayi,Tuberculose,Masculin,36-60,20
2024-12-17,Kisangani,Rougeole,Masculin,60+,7
2024-12-17,Kinshasa,COVID-19,Masculin,36-60,17
2024-12-17,Goma,Choléra,Féminin,60+,13
2024-12-17,Lubumbashi,Tuberculose,Masculin,36-60,19
2024-12-17,Lubumbashi,Tuberculose,Masculin,6-17,6
2024-12-17,Goma,Paludisme,Masculin,60+,9
2024-12-17,Mbuji-Mayi,Choléra,Masculin,6-17,3
2024-12-17,Lubumbashi,COVID-19,Masculin,0-5,9
2024-12-17,Kisangani,Rougeole,Féminin,18-35,4
2024-12-17,Lubumbashi,COVID-19,Féminin,18-35,2
2024-12-17,Lubumbashi,COVID-19,Masculin,60+,17
2024-12-17,Kisangani,Choléra,Masculin,60+,14
2024-12-18,Kinshasa,Tuberculose,Féminin,18-35,1
2024-12-18,Kisangani,Tuberculose,Masculin,6-17,3
2024-12-18,Lubumbashi,Choléra,Féminin,18-35,8
2024-12-18,Mbuji-Mayi,Paludisme,Féminin,60+,12
2024-12-18,Lubumbashi,Paludisme,Féminin,6-17,18
2024-12-19,Kisangani,COVID-19,Masculin,6-17,9
2024-12-19,Mbuji-Mayi,Tuberculose,Masculin,18-35,17
2024-12-19,Goma,Choléra,Masculin,6-17,11
2024-12-19,Kinshasa,Choléra,Féminin,36-60,10
2024-12-19,Kisangani,Paludisme,Masculin,60+,5
2024-12-19,Kisangani,Paludisme,Masculin,18-35,18
2024-12-19,Lubumbashi,Rougeole,Masculin,36-60,19
2024-12-20,Goma,Rougeole,Masculin,60+,3
2024-12-20,Lubumbashi,Rougeole,Masculin,6-17,2
2024-12-20,Mbuji-Mayi,Paludisme,Féminin,0-5,5
2024-12-20,Mbuji-Mayi,Rougeole,Masculin,18-35,2
2024-12-20,Kinshasa,Rougeole,Masculin,18-35,8
2024-12-20,Kisangani,Choléra,Féminin,36-60,12
2024-12-20,Kisangani,COVID-19,Masculin,18-35,1
2024-12-20,Lubumbashi,Choléra,Masculin,60+,12
2024-12-20,Goma,Choléra,Féminin,0-5,12
2024-12-20,Lubumbashi,Rougeole,Féminin,36-60,2
2024-12-21,Kisangani,COVID-19,Masculin,6-17,8
2024-12-21,Mbuji-Mayi,Paludisme,Féminin,60+,16
2024-12-21,Kinshasa,Choléra,Féminin,18-35,14
2024-12-21,Kinshasa,COVID-19,Féminin,18-35,7
2024-12-21,Kisangani,COVID-19,Féminin,0-5,1
2024-12-22,Goma,Choléra,Masculin,36-60,3
2024-12-22,Goma,Choléra,Masculin,36-60,20
2024-12-22,Lubumbashi,Paludisme,Féminin,18-35,17
2024-12-22,Kinshasa,Tuberculose,Masculin,6-17,14
2024-12-22,Lubumbashi,Paludisme,Masculin,36-60,18
2024-12-22,Lubumbashi,Tuberculose,Masculin,18-35,14
2024-12-22,Goma,Paludisme,Féminin,60+,9
2024-12-22,Mbuji-Mayi,Tuberculose,Féminin,36-60,7
